"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"07/01/2024";"1700";"30,4";"30,4";"28,3";"68,0";"75,0";"67,0";"23,8";"24,5";"22,9";"996,1";"997,6";"996,1";"3,6";"9,0";"7,9";"3259,50";"0,0"
"07/01/2024";"1800";"30,4";"30,9";"29,9";"65,0";"70,0";"64,0";"23,2";"24,3";"22,7";"995,0";"996,1";"995,0";"2,7";"321,0";"6,8";"3094,50";"0,0"
"07/01/2024";"1900";"31,4";"32,0";"30,4";"62,0";"67,0";"61,0";"23,2";"24,1";"22,6";"993,9";"995,0";"993,9";"2,3";"316,0";"5,6";"3005,80";"0,0"
"07/01/2024";"2000";"31,5";"31,7";"31,2";"59,0";"62,0";"57,0";"22,5";"23,3";"21,9";"992,9";"993,9";"992,9";"2,6";"344,0";"5,6";"2310,20";"0,0"
"07/01/2024";"2100";"31,3";"32,0";"31,0";"60,0";"62,0";"57,0";"22,7";"23,0";"21,9";"992,5";"992,9";"992,5";"2,6";"353,0";"4,6";"1415,30";"0,0"
"07/01/2024";"2200";"30,2";"31,3";"30,2";"64,0";"64,0";"59,0";"22,7";"22,9";"22,2";"992,6";"992,6";"992,5";"1,9";"3,0";"4,7";"684,50";"0,0"
"07/01/2024";"2300";"27,9";"30,2";"27,9";"73,0";"73,0";"64,0";"22,7";"22,7";"22,4";"993,0";"993,0";"992,6";"1,3";"3,0";"3,3";"61,00";"0,0"
"08/01/2024";"0000";"26,7";"27,9";"26,7";"81,0";"81,0";"73,0";"23,1";"23,2";"22,6";"993,5";"993,5";"993,0";"0,3";"57,0";"1,9";"";"0,0"
"08/01/2024";"0100";"25,9";"26,7";"25,9";"84,0";"84,0";"80,0";"23,0";"23,2";"22,8";"994,0";"994,0";"993,5";"0,1";"175,0";"0,9";"";"0,0"
"08/01/2024";"0200";"25,1";"25,9";"25,1";"87,0";"88,0";"84,0";"22,9";"23,4";"22,9";"994,3";"994,3";"994,0";"0,1";"9,0";"0,6";"";"0,0"
"08/01/2024";"0300";"24,8";"25,2";"24,7";"90,0";"90,0";"87,0";"23,1";"23,1";"22,8";"994,6";"994,6";"994,3";"0,6";"180,0";"1,0";"";"0,0"
"08/01/2024";"0400";"24,4";"24,9";"24,4";"91,0";"91,0";"90,0";"22,9";"23,2";"22,8";"994,3";"994,7";"994,3";"0,1";"280,0";"1,0";"";"0,0"
"08/01/2024";"0500";"24,1";"24,4";"24,1";"92,0";"92,0";"91,0";"22,8";"22,9";"22,7";"993,9";"994,3";"993,9";"0,4";"199,0";"1,2";"";"0,0"
"08/01/2024";"0600";"24,0";"24,2";"23,8";"93,0";"93,0";"92,0";"22,7";"22,9";"22,5";"993,8";"993,9";"993,8";"0,6";"238,0";"1,3";"";"0,0"
"08/01/2024";"0700";"23,6";"24,0";"23,5";"93,0";"93,0";"93,0";"22,4";"22,8";"22,3";"993,4";"993,8";"993,4";"0,3";"214,0";"1,0";"";"0,0"
"08/01/2024";"0800";"23,3";"23,6";"23,2";"94,0";"94,0";"93,0";"22,2";"22,4";"22,0";"993,5";"993,5";"993,3";"0,1";"117,0";"0,5";"";"0,0"
"08/01/2024";"0900";"23,2";"23,4";"23,0";"94,0";"94,0";"94,0";"22,2";"22,4";"22,0";"993,8";"993,8";"993,4";"0,6";"215,0";"1,3";"";"0,0"
"08/01/2024";"1000";"22,8";"23,2";"22,7";"94,0";"94,0";"94,0";"21,9";"22,2";"21,7";"994,8";"994,8";"993,8";"0,2";"300,0";"1,1";"";"0,0"
"08/01/2024";"1100";"25,0";"25,0";"22,8";"92,0";"95,0";"92,0";"23,7";"23,8";"21,9";"995,7";"995,7";"994,8";"0,1";"107,0";"1,0";"267,20";"0,0"
"08/01/2024";"1200";"27,2";"27,5";"25,0";"83,0";"93,0";"82,0";"24,0";"24,6";"23,6";"996,3";"996,3";"995,7";"0,7";"77,0";"1,5";"1142,10";"0,0"
"08/01/2024";"1300";"29,1";"29,2";"27,1";"75,0";"84,0";"75,0";"24,3";"24,9";"23,9";"996,3";"996,4";"996,2";"1,7";"59,0";"3,5";"1949,90";"0,0"
"08/01/2024";"1400";"31,1";"31,1";"29,1";"68,0";"77,0";"68,0";"24,5";"25,0";"24,0";"996,2";"996,4";"996,2";"2,4";"74,0";"4,5";"2691,30";"0,0"
"08/01/2024";"1500";"32,1";"32,1";"30,9";"60,0";"68,0";"60,0";"23,4";"24,5";"23,2";"995,8";"996,3";"995,8";"3,2";"17,0";"6,0";"3163,30";"0,0"
"08/01/2024";"1600";"32,5";"33,1";"31,1";"58,0";"64,0";"57,0";"23,2";"24,4";"22,9";"995,1";"995,8";"995,1";"3,0";"15,0";"6,0";"2604,80";"0,0"
"08/01/2024";"1700";"33,1";"33,8";"32,0";"57,0";"60,0";"55,0";"23,3";"24,6";"22,6";"994,1";"995,1";"994,1";"3,6";"19,0";"6,0";"2962,30";"0,0"
"08/01/2024";"1800";"33,8";"34,0";"32,1";"54,0";"59,0";"53,0";"23,1";"24,4";"22,2";"992,8";"994,1";"992,8";"2,0";"20,0";"6,2";"2818,90";"0,0"
"08/01/2024";"1900";"33,5";"34,0";"32,3";"57,0";"59,0";"51,0";"23,8";"23,9";"22,0";"991,9";"992,8";"991,9";"0,9";"249,0";"4,8";"1103,40";"0,0"
"08/01/2024";"2000";"33,8";"34,1";"32,5";"54,0";"61,0";"53,0";"23,2";"24,3";"23,0";"991,3";"992,0";"991,3";"2,5";"332,0";"5,0";"2036,40";"0,0"
"08/01/2024";"2100";"33,1";"34,2";"33,1";"52,0";"54,0";"51,0";"21,9";"23,5";"21,8";"991,1";"991,3";"991,1";"2,6";"350,0";"5,0";"1573,00";"0,0"
"08/01/2024";"2200";"32,6";"33,2";"32,6";"52,0";"53,0";"49,0";"21,4";"22,3";"20,8";"991,4";"991,4";"991,0";"0,8";"328,0";"4,3";"686,20";"0,0"
"08/01/2024";"2300";"29,0";"32,6";"29,0";"73,0";"73,0";"52,0";"23,7";"23,8";"21,1";"992,0";"992,0";"991,4";"0,4";"211,0";"1,6";"65,20";"0,0"
"09/01/2024";"0000";"27,0";"29,0";"26,9";"82,0";"82,0";"73,0";"23,6";"23,9";"23,3";"992,8";"992,9";"991,9";"0,7";"59,0";"1,4";"";"0,0"
"09/01/2024";"0100";"26,3";"27,3";"26,3";"85,0";"85,0";"82,0";"23,7";"24,1";"23,5";"993,6";"993,6";"992,9";"0,3";"162,0";"0,8";"";"0,0"
"09/01/2024";"0200";"25,9";"26,3";"25,9";"88,0";"88,0";"85,0";"23,7";"23,9";"23,7";"994,3";"994,3";"993,6";"0,4";"213,0";"0,7";"";"0,0"
"09/01/2024";"0300";"26,0";"26,0";"25,4";"87,0";"90,0";"87,0";"23,7";"23,8";"23,6";"994,8";"994,9";"994,2";"0,4";"124,0";"1,9";"";"0,0"
"09/01/2024";"0400";"25,8";"26,1";"25,6";"88,0";"89,0";"87,0";"23,7";"23,7";"23,6";"994,6";"994,8";"994,5";"0,6";"73,0";"1,9";"";"0,0"
"09/01/2024";"0500";"25,5";"25,9";"25,4";"89,0";"89,0";"88,0";"23,6";"23,7";"23,4";"994,2";"994,7";"994,2";"0,8";"341,0";"1,6";"";"0,0"
"09/01/2024";"0600";"24,9";"25,5";"24,8";"92,0";"92,0";"89,0";"23,5";"23,6";"23,3";"993,9";"994,2";"993,9";"0,3";"185,0";"1,1";"";"0,0"
"09/01/2024";"0700";"24,7";"25,1";"24,7";"92,0";"92,0";"91,0";"23,3";"23,6";"23,3";"993,8";"993,9";"993,8";"0,3";"77,0";"0,9";"";"0,0"
"09/01/2024";"0800";"24,5";"24,7";"24,3";"93,0";"93,0";"92,0";"23,2";"23,4";"23,0";"993,8";"993,9";"993,8";"0,7";"187,0";"0,9";"";"0,0"
"09/01/2024";"0900";"24,6";"24,7";"24,4";"93,0";"93,0";"93,0";"23,4";"23,5";"23,2";"994,3";"994,3";"993,8";"0,3";"30,0";"1,2";"";"0,0"
"09/01/2024";"1000";"24,5";"24,7";"24,4";"94,0";"94,0";"93,0";"23,4";"23,5";"23,3";"995,4";"995,4";"994,3";"0,2";"318,0";"1,2";"";"0,0"
"09/01/2024";"1100";"25,3";"25,3";"24,5";"94,0";"94,0";"94,0";"24,2";"24,2";"23,4";"996,3";"996,3";"995,4";"0,4";"2,0";"1,0";"145,30";"0,0"
"09/01/2024";"1200";"26,6";"26,7";"25,3";"89,0";"94,0";"89,0";"24,7";"24,9";"24,1";"996,4";"996,5";"996,2";"1,5";"4,0";"2,5";"490,70";"0,0"
"09/01/2024";"1300";"27,8";"28,0";"26,6";"79,0";"89,0";"79,0";"23,9";"24,9";"23,9";"997,0";"997,0";"996,4";"1,2";"311,0";"2,9";"1129,70";"0,0"
"09/01/2024";"1400";"29,9";"29,9";"27,8";"75,0";"80,0";"74,0";"25,0";"25,0";"23,9";"997,1";"997,2";"997,0";"2,1";"354,0";"4,3";"2266,20";"0,0"
"09/01/2024";"1500";"30,4";"30,9";"29,7";"71,0";"75,0";"70,0";"24,5";"25,6";"24,1";"996,5";"997,1";"996,5";"2,2";"349,0";"4,9";"2693,20";"0,0"
"09/01/2024";"1600";"31,5";"32,0";"30,4";"66,0";"71,0";"65,0";"24,3";"25,1";"23,8";"995,1";"996,5";"995,1";"3,1";"23,0";"6,7";"3343,90";"0,0"
"09/01/2024";"1700";"29,2";"31,6";"28,1";"76,0";"77,0";"65,0";"24,5";"24,9";"23,2";"994,3";"995,1";"994,3";"3,3";"319,0";"8,0";"1751,40";"0,0"
"09/01/2024";"1800";"29,1";"30,0";"28,7";"74,0";"77,0";"73,0";"24,0";"25,0";"23,7";"993,8";"994,3";"993,7";"2,6";"259,0";"6,9";"2157,20";"0,0"
"09/01/2024";"1900";"27,7";"29,1";"27,3";"81,0";"81,0";"74,0";"24,1";"24,1";"23,2";"993,4";"994,1";"993,3";"1,0";"87,0";"6,8";"642,80";"0,0"
"09/01/2024";"2000";"25,1";"27,8";"25,1";"91,0";"91,0";"80,0";"23,4";"24,2";"23,1";"993,8";"993,8";"993,3";"3,6";"42,0";"7,0";"87,40";"1,4"
"09/01/2024";"2100";"24,4";"25,1";"24,2";"92,0";"92,0";"91,0";"23,1";"23,4";"22,7";"993,8";"994,0";"993,6";"1,3";"38,0";"6,9";"18,70";"2,6"
"09/01/2024";"2200";"24,0";"24,5";"24,0";"93,0";"93,0";"92,0";"22,7";"23,1";"22,7";"994,7";"994,7";"993,8";"2,6";"22,0";"4,4";"16,70";"4,6"
"09/01/2024";"2300";"24,0";"24,1";"24,0";"93,0";"94,0";"93,0";"22,9";"22,9";"22,8";"995,0";"995,0";"994,6";"1,2";"352,0";"4,1";"5,10";"0,6"
"10/01/2024";"0000";"24,1";"24,1";"24,0";"94,0";"94,0";"93,0";"23,0";"23,0";"22,9";"995,1";"995,1";"994,8";"1,3";"2,0";"2,3";"";"0,0"
"10/01/2024";"0100";"24,3";"24,3";"24,1";"93,0";"94,0";"93,0";"23,1";"23,2";"23,1";"995,8";"995,8";"995,1";"1,5";"313,0";"4,0";"";"0,0"
"10/01/2024";"0200";"24,2";"24,3";"24,2";"94,0";"94,0";"93,0";"23,1";"23,1";"23,0";"996,2";"996,2";"995,8";"0,3";"113,0";"3,2";"";"0,0"
"10/01/2024";"0300";"24,3";"24,3";"24,2";"94,0";"94,0";"94,0";"23,3";"23,3";"23,1";"996,2";"996,4";"996,2";"0,6";"59,0";"1,2";"";"0,0"
"10/01/2024";"0400";"24,3";"24,4";"24,2";"94,0";"94,0";"94,0";"23,3";"23,4";"23,2";"996,3";"996,5";"996,1";"2,2";"50,0";"2,9";"";"0,0"
"10/01/2024";"0500";"24,0";"24,3";"24,0";"94,0";"94,0";"94,0";"23,0";"23,3";"23,0";"996,1";"996,3";"996,1";"0,1";"131,0";"2,9";"";"0,0"
"10/01/2024";"0600";"24,2";"24,2";"24,0";"94,0";"95,0";"94,0";"23,2";"23,2";"23,0";"995,6";"996,1";"995,6";"1,1";"40,0";"1,7";"";"0,0"
"10/01/2024";"0700";"24,1";"24,2";"24,1";"95,0";"95,0";"94,0";"23,2";"23,3";"23,1";"995,3";"995,7";"995,3";"0,4";"46,0";"2,2";"";"0,0"
"10/01/2024";"0800";"24,1";"24,1";"24,1";"94,0";"95,0";"94,0";"23,1";"23,2";"23,1";"995,2";"995,3";"995,2";"0,4";"291,0";"1,2";"";"0,0"
"10/01/2024";"0900";"24,1";"24,1";"24,1";"94,0";"94,0";"94,0";"23,1";"23,2";"23,1";"995,4";"995,4";"995,2";"0,2";"133,0";"1,1";"";"0,0"
"10/01/2024";"1000";"24,0";"24,2";"24,0";"95,0";"95,0";"94,0";"23,0";"23,2";"23,0";"995,7";"995,7";"995,3";"0,2";"";"1,1";"";"0,0"
"10/01/2024";"1100";"24,4";"24,5";"23,8";"94,0";"95,0";"94,0";"23,5";"23,5";"22,9";"996,5";"996,5";"995,7";"1,4";"1,0";"2,2";"178,00";"0,0"
"10/01/2024";"1200";"26,1";"26,3";"24,4";"88,0";"94,0";"87,0";"24,0";"24,4";"23,4";"997,0";"997,0";"996,5";"2,2";"8,0";"3,7";"1053,60";"0,0"
"10/01/2024";"1300";"26,5";"26,6";"25,9";"85,0";"88,0";"84,0";"23,7";"23,8";"23,5";"997,8";"997,8";"997,0";"1,9";"339,0";"4,3";"1065,70";"0,0"
"10/01/2024";"1400";"26,6";"26,8";"26,4";"84,0";"85,0";"83,0";"23,6";"24,0";"23,3";"998,2";"998,3";"997,8";"2,7";"12,0";"4,1";"910,50";"0,0"
"10/01/2024";"1500";"26,6";"26,8";"26,3";"84,0";"84,0";"82,0";"23,7";"23,9";"23,0";"998,1";"998,2";"998,0";"2,7";"3,0";"4,8";"914,60";"0,0"
"10/01/2024";"1600";"27,2";"27,2";"26,6";"81,0";"84,0";"80,0";"23,6";"23,8";"23,3";"997,9";"998,2";"997,9";"2,8";"14,0";"4,8";"1016,00";"0,0"
"10/01/2024";"1700";"27,4";"27,7";"27,1";"78,0";"81,0";"77,0";"23,1";"23,7";"23,1";"996,8";"997,9";"996,8";"2,9";"344,0";"4,8";"1275,10";"0,0"
"10/01/2024";"1800";"29,1";"29,3";"27,4";"73,0";"79,0";"73,0";"23,7";"24,2";"23,2";"995,2";"996,8";"995,2";"3,3";"346,0";"5,8";"2259,80";"0,0"
"10/01/2024";"1900";"30,5";"30,5";"28,9";"67,0";"75,0";"67,0";"23,6";"24,9";"23,2";"993,6";"995,2";"993,6";"3,8";"348,0";"6,6";"2770,90";"0,0"
"10/01/2024";"2000";"30,2";"30,9";"29,9";"67,0";"68,0";"64,0";"23,4";"24,0";"22,9";"993,2";"993,6";"993,1";"3,1";"352,0";"6,1";"2125,40";"0,0"
"10/01/2024";"2100";"29,3";"30,7";"29,3";"69,0";"69,0";"64,0";"23,1";"23,6";"22,6";"993,2";"993,3";"993,1";"2,9";"5,0";"5,4";"1015,00";"0,0"
"10/01/2024";"2200";"29,3";"29,9";"29,1";"70,0";"71,0";"67,0";"23,2";"23,5";"23,0";"993,7";"993,7";"993,2";"1,9";"17,0";"4,8";"681,50";"0,0"
"10/01/2024";"2300";"27,6";"29,3";"27,6";"77,0";"77,0";"69,0";"23,1";"23,4";"23,0";"994,6";"994,6";"993,7";"3,8";"2,0";"7,1";"79,70";"0,0"
"11/01/2024";"0000";"24,7";"27,6";"24,7";"89,0";"89,0";"77,0";"22,7";"23,0";"22,3";"995,9";"995,9";"994,6";"4,3";"44,0";"7,1";"0,20";"0,8"
"11/01/2024";"0100";"24,4";"24,7";"24,4";"92,0";"92,0";"89,0";"22,9";"23,0";"22,6";"996,7";"996,7";"995,9";"0,8";"85,0";"7,5";"";"1,0"
"11/01/2024";"0200";"24,1";"24,4";"24,1";"93,0";"93,0";"92,0";"22,9";"22,9";"22,7";"996,7";"996,8";"996,7";"1,4";"53,0";"2,2";"";"0,4"
"11/01/2024";"0300";"24,0";"24,1";"24,0";"94,0";"94,0";"93,0";"22,9";"22,9";"22,8";"996,2";"996,7";"996,2";"2,5";"52,0";"3,3";"";"0,0"
"11/01/2024";"0400";"23,8";"24,0";"23,8";"94,0";"94,0";"93,0";"22,7";"22,9";"22,7";"995,7";"996,2";"995,6";"1,8";"55,0";"3,9";"";"0,0"
"11/01/2024";"0500";"23,8";"23,8";"23,8";"94,0";"94,0";"94,0";"22,7";"22,7";"22,7";"995,3";"995,7";"995,3";"0,6";"29,0";"2,6";"";"0,0"
"11/01/2024";"0600";"23,8";"23,8";"23,7";"94,0";"94,0";"94,0";"22,7";"22,7";"22,7";"995,2";"995,3";"995,2";"0,1";"119,0";"1,6";"";"0,0"
"11/01/2024";"0700";"23,7";"23,8";"23,7";"94,0";"94,0";"94,0";"22,7";"22,8";"22,6";"995,3";"995,3";"995,2";"0,9";"203,0";"1,1";"";"0,0"
"11/01/2024";"0800";"23,8";"23,8";"23,7";"94,0";"94,0";"94,0";"22,8";"22,8";"22,7";"995,9";"995,9";"995,3";"0,7";"204,0";"1,3";"";"0,0"
"11/01/2024";"0900";"23,9";"23,9";"23,8";"94,0";"94,0";"94,0";"22,9";"22,9";"22,8";"996,3";"996,3";"995,9";"0,9";"190,0";"1,3";"";"0,0"
"11/01/2024";"1000";"24,1";"24,1";"23,9";"94,0";"94,0";"94,0";"23,1";"23,1";"22,9";"997,2";"997,2";"996,3";"0,8";"204,0";"1,2";"";"0,8"
"11/01/2024";"1100";"24,2";"24,2";"23,9";"94,0";"95,0";"94,0";"23,2";"23,3";"22,9";"997,7";"997,7";"997,2";"0,3";"360,0";"1,2";"92,60";"3,2"
"11/01/2024";"1200";"24,9";"25,0";"24,2";"92,0";"94,0";"92,0";"23,5";"23,7";"23,3";"998,5";"998,5";"997,7";"1,2";"27,0";"2,2";"425,90";"0,2"
"11/01/2024";"1300";"25,7";"26,1";"24,9";"87,0";"92,0";"86,0";"23,3";"24,1";"23,3";"999,1";"999,1";"998,5";"3,0";"357,0";"5,6";"858,90";"0,0"
"11/01/2024";"1400";"27,1";"27,1";"25,6";"84,0";"88,0";"83,0";"24,0";"24,2";"23,2";"999,0";"999,2";"999,0";"2,8";"359,0";"5,6";"1022,70";"0,0"
"11/01/2024";"1500";"27,5";"27,6";"26,9";"81,0";"84,0";"80,0";"24,0";"24,2";"23,5";"998,8";"999,0";"998,8";"2,8";"355,0";"5,8";"1206,90";"0,0"
"11/01/2024";"1600";"27,0";"27,4";"26,9";"82,0";"83,0";"80,0";"23,6";"24,0";"23,3";"998,5";"998,8";"998,5";"3,0";"351,0";"5,7";"758,90";"0,0"
"11/01/2024";"1700";"27,4";"27,4";"26,5";"80,0";"84,0";"80,0";"23,6";"24,1";"23,2";"997,8";"998,5";"997,8";"1,6";"324,0";"4,6";"1348,30";"0,0"
"11/01/2024";"1800";"27,7";"27,9";"27,4";"77,0";"81,0";"77,0";"23,3";"24,0";"23,0";"997,0";"997,8";"997,0";"1,7";"329,0";"3,5";"1077,00";"0,0"
